ProvincePCode,DistrictPCode,LocalAuthority,DistrictType,WardPCode,WardNumber
18,1804,Gutu RDC,Rural District,180439,39
18,1804,Gutu RDC,Rural District,180440,40
18,1804,Gutu RDC,Rural District,180441,41
18,1805,Masvingo RDC,Rural District,180501,1
18,1805,Masvingo RDC,Rural District,180502,2
18,1805,Masvingo RDC,Rural District,180503,3
18,1805,Masvingo RDC,Rural District,180504,4
18,1805,Masvingo RDC,Rural District,180505,5
18,1805,Masvingo RDC,Rural District,180506,6
18,1805,Masvingo RDC,Rural District,180507,7
18,1805,Masvingo RDC,Rural District,180508,8
18,1805,Masvingo RDC,Rural District,180509,9
18,1805,Masvingo RDC,Rural District,180510,10
18,1805,Masvingo RDC,Rural District,180511,11
18,1805,Masvingo RDC,Rural District,180512,12
18,1805,Masvingo RDC,Rural District,180513,13
18,1805,Masvingo RDC,Rural District,180514,14
18,1805,Masvingo RDC,Rural District,180515,15
18,1805,Masvingo RDC,Rural District,180516,16
18,1805,Masvingo RDC,Rural District,180517,17
18,1805,Masvingo RDC,Rural District,180518,18
18,1805,Masvingo RDC,Rural District,180519,19
18,1805,Masvingo RDC,Rural District,180520,20
18,1805,Masvingo RDC,Rural District,180521,21
18,1805,Masvingo RDC,Rural District,180522,22
18,1805,Masvingo RDC,Rural District,180523,23
18,1805,Masvingo RDC,Rural District,180524,24
18,1805,Masvingo RDC,Rural District,180525,25
18,1805,Masvingo RDC,Rural District,180526,26
18,1805,Masvingo RDC,Rural District,180527,27
18,1805,Masvingo RDC,Rural District,180528,28
18,1805,Masvingo RDC,Rural District,180529,29
18,1805,Masvingo RDC,Rural District,180530,30
18,1805,Masvingo RDC,Rural District,180531,31
18,1805,Masvingo RDC,Rural District,180532,32
18,1805,Masvingo RDC,Rural District,180533,33
18,1805,Masvingo RDC,Rural District,180534,34
18,1805,Masvingo RDC,Rural District,180535,35
18,1806,Mwenezi RDC,Rural District,180601,1
18,1806,Mwenezi RDC,Rural District,180602,2
18,1806,Mwenezi RDC,Rural District,180603,3
18,1806,Mwenezi RDC,Rural District,180604,4
18,1806,Mwenezi RDC,Rural District,180605,5
18,1806,Mwenezi RDC,Rural District,180606,6
18,1806,Mwenezi RDC,Rural District,180607,7
18,1806,Mwenezi RDC,Rural District,180608,8
18,1806,Mwenezi RDC,Rural District,180609,9
18,1806,Mwenezi RDC,Rural District,180610,10
18,1806,Mwenezi RDC,Rural District,180611,11
18,1806,Mwenezi RDC,Rural District,180612,12
18,1806,Mwenezi RDC,Rural District,180613,13
18,1806,Mwenezi RDC,Rural District,180614,14
18,1806,Mwenezi RDC,Rural District,180615,15
18,1806,Mwenezi RDC,Rural District,180616,16
18,1806,Mwenezi RDC,Rural District,180617,17
18,1806,Mwenezi RDC,Rural District,180618,18
18,1807,Zaka RDC,Rural District,180701,1
18,1807,Zaka RDC,Rural District,180702,2
18,1807,Zaka RDC,Rural District,180703,3
18,1807,Zaka RDC,Rural District,180704,4
18,1807,Zaka RDC,Rural District,180705,5
18,1807,Zaka RDC,Rural District,180706,6
18,1807,Zaka RDC,Rural District,180707,7
18,1807,Zaka RDC,Rural District,180708,8
18,1807,Zaka RDC,Rural District,180709,9
18,1807,Zaka RDC,Rural District,180710,10
18,1807,Zaka RDC,Rural District,180711,11
18,1807,Zaka RDC,Rural District,180712,12
18,1807,Zaka RDC,Rural District,180713,13
18,1807,Zaka RDC,Rural District,180714,14
18,1807,Zaka RDC,Rural District,180715,15
18,1807,Zaka RDC,Rural District,180716,16
18,1807,Zaka RDC,Rural District,180717,17
18,1807,Zaka RDC,Rural District,180718,18
18,1807,Zaka RDC,Rural District,180719,19
18,1807,Zaka RDC,Rural District,180720,20
18,1807,Zaka RDC,Rural District,180721,21
18,1807,Zaka RDC,Rural District,180722,22
18,1807,Zaka RDC,Rural District,180723,23
18,1807,Zaka RDC,Rural District,180724,24
18,1807,Zaka RDC,Rural District,180725,25
18,1807,Zaka RDC,Rural District,180726,26
18,1807,Zaka RDC,Rural District,180727,27
18,1807,Zaka RDC,Rural District,180728,28
18,1807,Zaka RDC,Rural District,180729,29
18,1807,Zaka RDC,Rural District,180730,30
18,1807,Zaka RDC,Rural District,180731,31
18,1807,Zaka RDC,Rural District,180732,32
18,1807,Zaka RDC,Rural District,180733,33
18,1807,Zaka RDC,Rural District,180734,34
18,1821,Masvingo Municipality,Urban District,182101,1
18,1821,Masvingo Municipality,Urban District,182102,2
18,1821,Masvingo Municipality,Urban District,182103,3
18,1821,Masvingo Municipality,Urban District,182104,4
18,1821,Masvingo Municipality,Urban District,182105,5
18,1821,Masvingo Municipality,Urban District,182106,6
18,1821,Masvingo Municipality,Urban District,182107,7
18,1821,Masvingo Municipality,Urban District,182108,8
18,1821,Masvingo Municipality,Urban District,182109,9
18,1821,Masvingo Municipality,Urban District,182110,10
18,1822,Chiredzi Town Council,Urban District,182201,1
18,1822,Chiredzi Town Council,Urban District,182202,2
18,1822,Chiredzi Town Council,Urban District,182203,3
18,1822,Chiredzi Town Council,Urban District,182204,4
18,1822,Chiredzi Town Council,Urban District,182205,5
18,1822,Chiredzi Town Council,Urban District,182206,6
18,1822,Chiredzi Town Council,Urban District,182207,7
18,1822,Chiredzi Town Council,Urban District,182208,8
19,1921,Harare City Council,Urban District,192101,1
19,1921,Harare City Council,Urban District,192102,2
19,1921,Harare City Council,Urban District,192103,3
19,1921,Harare City Council,Urban District,192104,4
19,1921,Harare City Council,Urban District,192105,5
19,1921,Harare City Council,Urban District,192106,6
19,1921,Harare City Council,Urban District,192107,7
19,1921,Harare City Council,Urban District,192108,8
19,1921,Harare City Council,Urban District,192109,9
19,1921,Harare City Council,Urban District,192110,10
19,1921,Harare City Council,Urban District,192111,11
19,1921,Harare City Council,Urban District,192112,12
19,1921,Harare City Council,Urban District,192113,13
19,1921,Harare City Council,Urban District,192114,14
19,1921,Harare City Council,Urban District,192115,15
19,1921,Harare City Council,Urban District,192116,16
19,1921,Harare City Council,Urban District,192117,17
19,1921,Harare City Council,Urban District,192118,18
19,1921,Harare City Council,Urban District,192119,19
19,1921,Harare City Council,Urban District,192120,20
19,1921,Harare City Council,Urban District,192121,21
19,1921,Harare City Council,Urban District,192122,22
19,1921,Harare City Council,Urban District,192123,23
19,1921,Harare City Council,Urban District,192124,24
19,1921,Harare City Council,Urban District,192125,25
19,1921,Harare City Council,Urban District,192126,26
19,1921,Harare City Council,Urban District,192127,27
19,1921,Harare City Council,Urban District,192128,28
19,1921,Harare City Council,Urban District,192129,29
19,1921,Harare City Council,Urban District,192130,30
19,1921,Harare City Council,Urban District,192131,31
19,1921,Harare City Council,Urban District,192132,32
19,1921,Harare City Council,Urban District,192133,33
19,1921,Harare City Council,Urban District,192134,34
19,1921,Harare City Council,Urban District,192135,35
19,1921,Harare City Council,Urban District,192136,36
19,1921,Harare City Council,Urban District,192137,37
19,1921,Harare City Council,Urban District,192138,38
19,1921,Harare City Council,Urban District,192139,39
19,1921,Harare City Council,Urban District,192140,40
19,1921,Harare City Council,Urban District,192141,41
19,1921,Harare City Council,Urban District,192142,42
19,1921,Harare City Council,Urban District,192143,43
19,1921,Harare City Council,Urban District,192144,44
19,1921,Harare City Council,Urban District,192145,45
19,1921,Harare City Council,Urban District,192146,46
19,1922,Chitungwiza Municipality,Urban District,192201,1
19,1922,Chitungwiza Municipality,Urban District,192202,2
19,1922,Chitungwiza Municipality,Urban District,192203,3
19,1922,Chitungwiza Municipality,Urban District,192204,4
19,1922,Chitungwiza Municipality,Urban District,192205,5
19,1922,Chitungwiza Municipality,Urban District,192206,6
19,1922,Chitungwiza Municipality,Urban District,192207,7
19,1922,Chitungwiza Municipality,Urban District,192208,8
19,1922,Chitungwiza Municipality,Urban District,192209,9
19,1922,Chitungwiza Municipality,Urban District,192210,10
19,1922,Chitungwiza Municipality,Urban District,192211,11
19,1922,Chitungwiza Municipality,Urban District,192212,12
19,1922,Chitungwiza Municipality,Urban District,192213,13
19,1922,Chitungwiza Municipality,Urban District,192214,14
19,1922,Chitungwiza Municipality,Urban District,192215,15
19,1922,Chitungwiza Municipality,Urban District,192216,16
19,1922,Chitungwiza Municipality,Urban District,192217,17
19,1922,Chitungwiza Municipality,Urban District,192218,18
19,1922,Chitungwiza Municipality,Urban District,192219,19
19,1922,Chitungwiza Municipality,Urban District,192220,20
19,1922,Chitungwiza Municipality,Urban District,192221,21
19,1922,Chitungwiza Municipality,Urban District,192222,22
19,1922,Chitungwiza Municipality,Urban District,192223,23
19,1922,Chitungwiza Municipality,Urban District,192224,24
19,1922,Chitungwiza Municipality,Urban District,192225,25
19,1923,Epworth Local Board,Urban District,192301,1
19,1923,Epworth Local Board,Urban District,192302,2
19,1923,Epworth Local Board,Urban District,192303,3
19,1923,Epworth Local Board,Urban District,192304,4
19,1923,Epworth Local Board,Urban District,192305,5
19,1923,Epworth Local Board,Urban District,192306,6
19,1923,Epworth Local Board,Urban District,192307,7
